protocol,platform,platform_type,distance_km,noise_factor,run,transmission,effective_qubits,sifted_length,raw_key_rate,qber,secure_key_rate,single_qubit_fidelity,two_qubit_fidelity,T1,T2
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,2,0.6309573444801932,315,249,0.498,0.004290426555198002,0.49969092930182324,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,3,0.6309573444801932,315,232,0.464,0.004290426555198002,0.4655754843294096,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,4,0.6309573444801932,315,242,0.484,0.004290426555198002,0.4856433931367117,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,5,0.6309573444801932,315,241,0.482,0.004290426555198002,0.48363660225598143,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,6,0.6309573444801932,315,245,0.49,0.004290426555198002,0.49166376577890236,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,7,0.6309573444801932,315,252,0.504,0.004290426555198002,0.5057113019440138,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,8,0.6309573444801932,315,263,0.526,0.004290426555198002,0.5277860016320463,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.2,9,0.6309573444801932,315,251,0.502,0.004290426555198002,0.5037045110632836,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,0,0.6309573444801932,315,270,0.54,0.004440426555197986,0.5402980306388417,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,1,0.6309573444801932,315,239,0.478,0.004440426555197986,0.47826381230623394,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,2,0.6309573444801932,315,245,0.49,0.004440426555197986,0.49027043520931934,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,3,0.6309573444801932,315,263,0.526,0.004440426555197986,0.5262903039185755,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,4,0.6309573444801932,315,241,0.482,0.004440426555197986,0.48226601994059576,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,5,0.6309573444801932,315,254,0.508,0.004440426555197986,0.5082803695639474,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,6,0.6309573444801932,315,274,0.548,0.004440426555197986,0.5483024459075653,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,7,0.6309573444801932,315,237,0.474,0.004440426555197986,0.4742616046718721,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,8,0.6309573444801932,315,258,0.516,0.004440426555197986,0.516284784832671,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,1.5,9,0.6309573444801932,315,251,0.502,0.004440426555197986,0.5022770581124048,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,0,0.6309573444801932,315,250,0.5,0.004690426555197958,0.4979259487675916,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,1,0.6309573444801932,315,270,0.54,0.004690426555197958,0.537760024668999,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,2,0.6309573444801932,315,263,0.526,0.004690426555197958,0.5238180981035064,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,3,0.6309573444801932,315,264,0.528,0.004690426555197958,0.5258098018985768,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,4,0.6309573444801932,315,266,0.532,0.004690426555197958,0.5297932094887176,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,5,0.6309573444801932,315,240,0.48,0.004690426555197958,0.47800891081688796,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,6,0.6309573444801932,315,252,0.504,0.004690426555197958,0.5019093563577324,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,7,0.6309573444801932,315,233,0.466,0.004690426555197958,0.4640669842513954,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,8,0.6309573444801932,315,249,0.498,0.004690426555197958,0.49593424497252125,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.0,9,0.6309573444801932,315,236,0.472,0.004690426555197958,0.4700420956366064,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,0,0.6309573444801932,315,244,0.488,0.0049404265551979305,0.48370494104536343,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,1,0.6309573444801932,315,257,0.514,0.0049404265551979305,0.5094761059371247,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,2,0.6309573444801932,315,263,0.526,0.0049404265551979305,0.5213704897333221,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,3,0.6309573444801932,315,253,0.506,0.0049404265551979305,0.5015465167396597,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,4,0.6309573444801932,315,259,0.518,0.0049404265551979305,0.5134409005358571,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,5,0.6309573444801932,315,250,0.5,0.0049404265551979305,0.49559932484156094,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,6,0.6309573444801932,315,245,0.49,0.0049404265551979305,0.4856873383447297,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,7,0.6309573444801932,315,237,0.474,0.0049404265551979305,0.4698281599497997,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,8,0.6309573444801932,315,263,0.526,0.0049404265551979305,0.5213704897333221,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,10,2.5,9,0.6309573444801932,315,242,0.484,0.0049404265551979305,0.479740146446631,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,0,0.5011872336272722,250,246,0.492,0.005488127663727222,0.4827290276079583,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,1,0.5011872336272722,250,254,0.508,0.005488127663727222,0.4984275325708188,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,2,0.5011872336272722,250,267,0.534,0.005488127663727222,0.523937603135467,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,3,0.5011872336272722,250,259,0.518,0.005488127663727222,0.5082390981726065,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,4,0.5011872336272722,250,253,0.506,0.005488127663727222,0.4964652194504612,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,5,0.5011872336272722,250,262,0.524,0.005488127663727222,0.5141260375336792,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,6,0.5011872336272722,250,252,0.504,0.005488127663727222,0.49450290633010363,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,7,0.5011872336272722,250,262,0.524,0.005488127663727222,0.5141260375336792,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,8,0.5011872336272722,250,264,0.528,0.005488127663727222,0.5180506637743943,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.0,9,0.5011872336272722,250,275,0.55,0.005488127663727222,0.5396361080983274,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,0,0.5011872336272722,250,249,0.498,0.005588127663727211,0.48771349573349987,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,1,0.5011872336272722,250,235,0.47,0.005588127663727211,0.46029185340310225,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,2,0.5011872336272722,250,283,0.566,0.005588127663727211,0.5543089128216082,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,3,0.5011872336272722,250,223,0.446,0.005588127663727211,0.43678758854847577,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,4,0.5011872336272722,250,249,0.498,0.005588127663727211,0.48771349573349987,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,15,1.2,5,0.5011872336272722,250,246,0.492,0.005588127663727211,0.48183742951984326,0.9995,0.987,10000,1000
