protocol,platform,platform_type,distance_km,noise_factor,run,transmission,effective_qubits,sifted_length,raw_key_rate,qber,secure_key_rate,single_qubit_fidelity,two_qubit_fidelity,T1,T2,num_bases_used,bell_parameter,entanglement_verified,decoy_qber,attack_detected
AB-QKD,rigetti_aspen_m3,superconducting,170,1.5,5,0.00039810717055349735,10,121,0.242,0.0963293522616278,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,1.5,6,0.00039810717055349735,10,114,0.228,0.37663238256465814,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,1.5,7,0.00039810717055349735,10,134,0.268,0.24376524969752525,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,1.5,8,0.00039810717055349735,10,135,0.27,0.0899190958513714,0.010897371133309082,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,1.5,9,0.00039810717055349735,10,112,0.224,0.10390510983738538,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,0,0.00039810717055349735,10,79,0.158,0.2997103046425802,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,1,0.00039810717055349735,10,82,0.164,0.13899601892829447,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,2,0.00039810717055349735,10,75,0.15,0.2997103046425802,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,3,0.00039810717055349735,10,91,0.182,0.34732935226162776,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,4,0.00039810717055349735,10,82,0.164,0.2639960189282945,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,5,0.00039810717055349735,10,82,0.164,0.2639960189282945,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,6,0.00039810717055349735,10,93,0.186,0.23621824115051668,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,7,0.00039810717055349735,10,78,0.156,0.15685316178543732,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,8,0.00039810717055349735,10,87,0.174,0.13899601892829447,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.0,9,0.00039810717055349735,10,74,0.148,0.013996018928294468,0.11340524221896126,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,0,0.00039810717055349735,10,150,0.3,0.014996018928294469,0.22585779434156067,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,1,0.00039810717055349735,10,164,0.328,0.2649960189282945,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,2,0.00039810717055349735,10,179,0.358,0.4267607248106474,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,3,0.00039810717055349735,10,154,0.308,0.1483293522616278,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,4,0.00039810717055349735,10,172,0.344,0.25029013657535326,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,5,0.00039810717055349735,10,171,0.342,0.1914666071635886,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,6,0.00039810717055349735,10,166,0.332,0.20249601892829447,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,7,0.00039810717055349735,10,177,0.354,0.07381954834005917,0.058041632329720566,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,8,0.00039810717055349735,10,174,0.348,0.07381954834005917,0.05705787584955581,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,170,2.5,9,0.00039810717055349735,10,163,0.326,0.014996018928294469,0.24543213651782927,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,0,0.00025118864315095795,10,125,0.25,0.17866415478023515,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,1,0.00025118864315095795,10,116,0.232,0.2847247608408412,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,2,0.00025118864315095795,10,118,0.236,0.011997488113568492,0.18731880837704704,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,3,0.00025118864315095795,10,118,0.236,0.1029065790226594,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,4,0.00025118864315095795,10,118,0.236,0.2847247608408412,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,5,0.00025118864315095795,10,143,0.286,0.15485463097071134,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,6,0.00025118864315095795,10,133,0.266,0.08892056503664542,0.01269237376197641,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,7,0.00025118864315095795,10,135,0.27,0.08892056503664542,0.012883236525314402,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,8,0.00025118864315095795,10,123,0.246,0.17866415478023515,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.0,9,0.00025118864315095795,10,134,0.268,0.24276671888279927,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,0,0.00025118864315095795,10,111,0.222,0.2851247608408412,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,1,0.00025118864315095795,10,134,0.268,0.16624364195972235,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,2,0.00025118864315095795,10,135,0.27,0.3200897958058762,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,3,0.00025118864315095795,10,126,0.252,0.17906415478023516,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,4,0.00025118864315095795,10,130,0.26,0.39701287272895314,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,5,0.00025118864315095795,10,128,0.256,0.3457308214469018,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,6,0.00025118864315095795,10,124,0.248,0.09573082144690181,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,7,0.00025118864315095795,10,113,0.226,0.1033065790226594,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,8,0.00025118864315095795,10,127,0.254,0.012397488113568493,0.20018880174725584,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.2,9,0.00025118864315095795,10,111,0.222,0.2851247608408412,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,0,0.00025118864315095795,10,139,0.278,0.16684364195972234,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,1,0.00025118864315095795,10,133,0.266,0.08992056503664542,0.010733057592431011,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,2,0.00025118864315095795,10,118,0.236,0.1948156699317503,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,3,0.00025118864315095795,10,126,0.252,0.2629974881135685,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,4,0.00025118864315095795,10,126,0.252,0.17966415478023515,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,5,0.00025118864315095795,10,120,0.24,0.17966415478023515,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,6,0.00025118864315095795,10,112,0.224,0.2857247608408412,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,7,0.00025118864315095795,10,137,0.274,0.16684364195972234,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,8,0.00025118864315095795,10,112,0.224,0.2857247608408412,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,1.5,9,0.00025118864315095795,10,121,0.242,0.17966415478023515,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,0,0.00025118864315095795,10,80,0.16,0.013997488113568494,0.12259708735042177,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,1,0.00025118864315095795,10,71,0.142,0.44256891668499704,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,2,0.00025118864315095795,10,74,0.148,0.44256891668499704,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,3,0.00025118864315095795,10,84,0.168,0.1389974881135685,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,4,0.00025118864315095795,10,85,0.17,0.2639974881135685,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,5,0.00025118864315095795,10,74,0.148,0.15685463097071134,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,6,0.00025118864315095795,10,87,0.174,0.013997488113568494,0.13332433249358366,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,7,0.00025118864315095795,10,92,0.184,0.3473308214469018,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,8,0.00025118864315095795,10,90,0.18,0.2362197103357907,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.0,9,0.00025118864315095795,10,96,0.192,0.013997488113568494,0.14711650482050612,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,0,0.00025118864315095795,10,165,0.33,0.3274974881135685,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,1,0.00025118864315095795,10,170,0.34,0.2502916057606273,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,2,0.00025118864315095795,10,166,0.332,0.3274974881135685,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,3,0.00025118864315095795,10,173,0.346,0.1326445469370979,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,4,0.00025118864315095795,10,158,0.316,0.3483308214469018,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,5,0.00025118864315095795,10,158,0.316,0.14833082144690182,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,6,0.00025118864315095795,10,156,0.312,0.14833082144690182,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,7,0.00025118864315095795,10,168,0.336,0.3274974881135685,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,8,0.00025118864315095795,10,168,0.336,0.1399974881135685,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,180,2.5,9,0.00025118864315095795,10,170,0.34,0.1326445469370979,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,0,0.0001,10,116,0.232,0.19381718181818183,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,1,0.0001,10,114,0.228,0.19381718181818183,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,2,0.0001,10,141,0.282,0.36914185714285713,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,3,0.0001,10,133,0.266,0.3196913076923077,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,4,0.0001,10,111,0.222,0.10290809090909092,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,5,0.0001,10,112,0.224,0.19381718181818183,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,6,0.0001,10,123,0.246,0.09533233333333332,0.0002831077702770672,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,7,0.0001,10,127,0.254,0.09533233333333332,0.00029231452703404505,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,8,0.0001,10,123,0.246,0.011999000000000003,0.19525083909795513,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.0,9,0.0001,10,125,0.25,0.3453323333333333,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,0,0.0001,10,140,0.28,0.15525614285714287,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,1,0.0001,10,115,0.23,0.1033080909090909,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,2,0.0001,10,140,0.28,0.15525614285714287,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,3,0.0001,10,115,0.23,0.1033080909090909,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,4,0.0001,10,117,0.234,0.4669444545454545,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,5,0.0001,10,122,0.244,0.262399,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,6,0.0001,10,128,0.256,0.09573233333333334,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,7,0.0001,10,112,0.224,0.19421718181818184,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,8,0.0001,10,131,0.262,0.3200913076923077,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.2,9,0.0001,10,126,0.252,0.262399,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,0,0.0001,10,104,0.208,0.11299900000000002,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,1,0.0001,10,121,0.242,0.262999,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,2,0.0001,10,135,0.27,0.2437682307692308,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,3,0.0001,10,108,0.216,0.5,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,4,0.0001,10,125,0.25,0.5,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,5,0.0001,10,110,0.22,0.19481718181818183,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,6,0.0001,10,114,0.228,0.2857262727272727,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,7,0.0001,10,107,0.214,0.21299900000000002,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,8,0.0001,10,123,0.246,0.09633233333333333,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,1.5,9,0.0001,10,127,0.254,0.012999000000000004,0.19807762680229157,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,0,0.0001,10,80,0.16,0.013999000000000004,0.12259382065989227,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,1,0.0001,10,88,0.176,0.013999000000000004,0.1348532027258815,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,2,0.0001,10,92,0.184,0.23622122222222222,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,3,0.0001,10,77,0.154,0.2997132857142857,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,4,0.0001,10,101,0.202,0.21399900000000002,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,5,0.0001,10,71,0.142,0.013999000000000004,0.10880201583565438,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,6,0.0001,10,90,0.18,0.12511011111111112,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,7,0.0001,10,76,0.152,0.15685614285714286,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,8,0.0001,10,83,0.166,0.138999,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.0,9,0.0001,10,88,0.176,0.138999,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,0,0.0001,10,153,0.306,0.3483323333333333,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,1,0.0001,10,151,0.302,0.414999,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,2,0.0001,10,174,0.348,0.13264605882352942,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,3,0.0001,10,180,0.36,0.18166566666666667,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,4,0.0001,10,153,0.306,0.014999000000000005,0.23036283416249673,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,5,0.0001,10,176,0.352,0.19146958823529414,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,6,0.0001,10,160,0.32,0.014999000000000005,0.2409023102352907,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,7,0.0001,10,176,0.352,0.19146958823529414,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,8,0.0001,10,155,0.31,0.08166566666666666,0.03172950865007272,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,200,2.5,9,0.0001,10,175,0.35,0.13264605882352942,0.0,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,0,3.9810717055349695e-05,10,132,0.264,0.011999601892829448,0.20953526131655895,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,1,3.9810717055349695e-05,10,134,0.268,0.31969190958513716,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,2,3.9810717055349695e-05,10,120,0.24,0.34533293522616276,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,3,3.9810717055349695e-05,10,135,0.27,0.24276883266206023,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,4,3.9810717055349695e-05,10,136,0.272,0.31969190958513716,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,5,3.9810717055349695e-05,10,129,0.258,0.26199960189282945,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,6,3.9810717055349695e-05,10,143,0.286,0.22628531617854372,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,7,3.9810717055349695e-05,10,132,0.264,0.31969190958513716,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,8,3.9810717055349695e-05,10,113,0.226,0.10290869280192036,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.0,9,3.9810717055349695e-05,10,120,0.24,0.09533293522616278,0.00027517101605565306,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,0,3.9810717055349695e-05,10,133,0.266,0.16624575573898331,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,1,3.9810717055349695e-05,10,117,0.234,0.28512687462010217,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,2,3.9810717055349695e-05,10,117,0.234,0.10330869280192036,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,3,3.9810717055349695e-05,10,125,0.25,0.26239960189282946,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,4,3.9810717055349695e-05,10,122,0.244,0.3457329352261628,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,5,3.9810717055349695e-05,10,121,0.242,0.26239960189282946,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,6,3.9810717055349695e-05,10,127,0.254,0.3457329352261628,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,7,3.9810717055349695e-05,10,141,0.282,0.08382817332140087,0.02420741693946911,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,8,3.9810717055349695e-05,10,124,0.248,0.26239960189282946,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.2,9,3.9810717055349695e-05,10,128,0.256,0.42906626855949614,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,0,3.9810717055349695e-05,10,132,0.264,0.1668457557389833,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,1,3.9810717055349695e-05,10,117,0.234,0.10390869280192036,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,2,3.9810717055349695e-05,10,110,0.22,0.19481778371101127,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,3,3.9810717055349695e-05,10,120,0.24,0.34633293522616276,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,4,3.9810717055349695e-05,10,122,0.244,0.012999601892829449,0.1902772768042246,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,5,3.9810717055349695e-05,10,121,0.242,0.09633293522616278,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,6,3.9810717055349695e-05,10,142,0.284,0.29871388760711515,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,7,3.9810717055349695e-05,10,117,0.234,0.28572687462010216,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,8,3.9810717055349695e-05,10,142,0.284,0.08442817332140087,0.023087831153849582,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,1.5,9,3.9810717055349695e-05,10,119,0.238,0.10390869280192036,0.0,0.998,0.952,50,30,4.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,0,3.9810717055349695e-05,10,90,0.18,0.01399960189282945,0.1379165852141697,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,1,3.9810717055349695e-05,10,84,0.168,0.26399960189282945,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,2,3.9810717055349695e-05,10,82,0.164,0.01399960189282945,0.1256573331951324,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,3,3.9810717055349695e-05,10,74,0.148,0.442571030464258,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,4,3.9810717055349695e-05,10,74,0.148,0.1568567447499723,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,5,3.9810717055349695e-05,10,84,0.168,0.13899960189282945,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,6,3.9810717055349695e-05,10,84,0.168,0.26399960189282945,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,7,3.9810717055349695e-05,10,72,0.144,0.1568567447499723,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,8,3.9810717055349695e-05,10,82,0.164,0.26399960189282945,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.0,9,3.9810717055349695e-05,10,94,0.188,0.23622182411505166,0.0,0.998,0.952,50,30,6.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.5,0,3.9810717055349695e-05,10,168,0.336,0.01499960189282945,0.2529447396998585,0.998,0.952,50,30,3.0,,,,
AB-QKD,rigetti_aspen_m3,superconducting,220,2.5,1,3.9810717055349695e-05,10,164,0.328,0.07749960189282945,0.0441896579191667,0.998,0.952,50,30,3.0,,,,
